rate,title,content,review_date,Reviews,Sentiment
5,Would purchase again,Felt well covered and found the employees to be helpful,2024-09-01,Would purchase again. Felt well covered and found the employees to be helpful,NEGATIVE
5,Easy to purchase a policy online to…,Easy to purchase a policy online to give us some peace of mind that if something happened we are covered. 👍🏼,2024-08-01,Easy to purchase a policy online to give us some peace of mind that if something happened we are covered. 👍🏼,NEGATIVE
5,Felt secure and protected,Felt secure and protected.  Eventhough we didn't need it.,2024-08-16,Felt secure and protected.  Eventhough we didn't need it.,POSITIVE
5,The communication regarding our…,The communication regarding our benefits was great.,2024-08-29,The communication regarding our benefits was great.,POSITIVE
4,Cruise vacation coverage…,The customer service representative very knowledgeable about the different policies and helped me to select the best coverage for my trip.,2024-08-18,Cruise vacation coverage. The customer service representative very knowledgeable about the different policies and helped me to select the best coverage for my trip.,POSITIVE
5,Made the experience worry free,Made the experience worry free ,2024-08-23,Made the experience worry free ,POSITIVE
5,Very easy process,Very easy process. I needed this for my trip to Portugal. ,2024-08-21,Very easy process. I needed this for my trip to Portugal. ,NEGATIVE
5,Used twice,Used twice.  Made a claim once which fully paid out.  No claims on recent policy. Good online support. Trust them because USAA does. ,2024-08-23,Used twice.  Made a claim once which fully paid out.  No claims on recent policy. Good online support. Trust them because USAA does. ,NEGATIVE
5,Unproblematic,"Unproblematic, reviewed my claim quickly and dispensed payment quickly. 10/10 will use again",2023-09-08,"Unproblematic, reviewed my claim quickly and dispensed payment quickly. 10/10 will use again",NEGATIVE
5,Used for insurance for a trip to…ireland,Used for insurance for a trip to Ireland.,2024-09-01,Used for insurance for a trip to…ireland. Used for insurance for a trip to Ireland.,NEGATIVE
5,I used travel insured international …,I used travel insured international  for the first time and the customer service guide me from the beginning until the end. I was impressed with the service. Thank you.  ,2023-11-14,I used travel insured international  for the first time and the customer service guide me from the beginning until the end. I was impressed with the service. Thank you.  ,POSITIVE
5,Excellent customer service,Excellent customer service ,2024-08-25,Excellent customer service ,POSITIVE
4,Easy to purchase through the travel…,Easy to purchase through the travel agent. Luckily nothing happened where I had to use the services so I can’t rate that. It is a VERY EXPENSIVE product. ,2024-09-07,Easy to purchase through the travel agent. Luckily nothing happened where I had to use the services so I can’t rate that. It is a VERY EXPENSIVE product. ,NEGATIVE
5,Easy process of signing up for this,"Easy process of signing up for this. Fortunately, did not have to file any claims.",2024-07-22,"Easy process of signing up for this. Fortunately, did not have to file any claims.",NEGATIVE
5,Did not need to use the insurance.,,2024-08-15,Did not need to use the insurance.,NEGATIVE
4,The customer service is very responsive…,"The customer service is very responsive to inquiries. Fortunately, I did not have any problems and did not put in a claim.",2024-08-29,"The customer service is very responsive to inquiries. Fortunately, I did not have any problems and did not put in a claim.",NEGATIVE
5,I felt comfortable knowing my health…,I felt comfortable knowing my health and trip were in good hands!,2024-08-20,I felt comfortable knowing my health and trip were in good hands!,POSITIVE
5,Excellent Claims Experience and Simple to Operate Web Site,"The web site is simple to operate.  I am an individual traveler, not a travel advisor, and book all of my own trips on land, sea, and river.  I like having all of those at my fingertips in one place.Most other travel insurance requires that you insure the entire cost of the trip at the time of the initial deposit to cover preexisting conditions.  C&F only requires insuring the money paid (instead of the entire cost of the trip) to get the pre-existing conditions waiver.  This is really terrific, since it minimizes the initial outlay for insuring trips that may eventually be cancelled and refunded by a cruise line.Finally, I had a really good claims experience with C&F.  My wife was scheduled to travel to Israel the week after the attack.  C&Fs underwriter classified the event as a terrorist attack, which was covered, instead of war, which would not have been.  They sent us an email the day after the attack notifying us of this.  We did not even have to go asking.  We filed a claim and promptly got over $6,000 refunded.  I am a customer for life.",2023-10-25,"Excellent Claims Experience and Simple to Operate Web Site. The web site is simple to operate.  I am an individual traveler, not a travel advisor, and book all of my own trips on land, sea, and river.  I like having all of those at my fingertips in one place.Most other travel insurance requires that you insure the entire cost of the trip at the time of the initial deposit to cover preexisting conditions.  C&F only requires insuring the money paid (instead of the entire cost of the trip) to get the pre-existing conditions waiver.  This is really terrific, since it minimizes the initial outlay for insuring trips that may eventually be cancelled and refunded by a cruise line.Finally, I had a really good claims experience with C&F.  My wife was scheduled to travel to Israel the week after the attack.  C&Fs underwriter classified the event as a terrorist attack, which was covered, instead of war, which would not have been.  They sent us an email the day after the attack notifying us of this.  We did not even have to go asking.  We filed a claim and promptly got over $6,000 refunded.  I am a customer for life.",POSITIVE
5,Excellent quick response from Deb in…,Excellent quick response from Deb in Tampa claims office. ,2024-09-03,Excellent quick response from Deb in Tampa claims office. ,POSITIVE
5,Don't go on a cruise without travel…,Don't go on a cruise without travel insuranceWe enjoyed the peace of mind of knowing that Travel Insured International was with us.  Two of the reasons for that was out itinerary was changed due to weather and second an individual suffered a major medical issue on the cruise.  Having travel insurance is the only way to go,2024-08-11,Don't go on a cruise without travel insuranceWe enjoyed the peace of mind of knowing that Travel Insured International was with us.  Two of the reasons for that was out itinerary was changed due to weather and second an individual suffered a major medical issue on the cruise.  Having travel insurance is the only way to go,NEGATIVE
5,Pretty easy process to find a policy…,Pretty easy process to find a policy and  implement it.,2024-08-02,Pretty easy process to find a policy and  implement it.,POSITIVE
1,Deceptive practices - do not use!!,Very poor claims process - took 5 months to review the documents we submitted. They then made ridiculous demands that could not be met in order to avoid paying the claims!!!,2024-06-03,Deceptive practices - do not use!!. Very poor claims process - took 5 months to review the documents we submitted. They then made ridiculous demands that could not be met in order to avoid paying the claims!!!,NEGATIVE
3,Purchasing coverage was easy,"I purchased my coverage through Squaremouth and it was easy.  All the information I needed was in one place. The  price was right. Fortunately, I didn’t need to make a claim, so I can’t comment on the claim process. ",2024-07-05,"Purchasing coverage was easy. I purchased my coverage through Squaremouth and it was easy.  All the information I needed was in one place. The  price was right. Fortunately, I didn’t need to make a claim, so I can’t comment on the claim process. ",NEGATIVE
5,Satisfied Customer,We didn't need to use our travel insurance while on vacation. We felt we had good coverage at a reasonable cost.,2024-08-10,Satisfied Customer. We didn't need to use our travel insurance while on vacation. We felt we had good coverage at a reasonable cost.,NEGATIVE
5,Knowing we were protected made trip great ,Made our trip more enjoyable knowing we were protected in the event something should happen.,2024-08-10,Knowing we were protected made trip great . Made our trip more enjoyable knowing we were protected in the event something should happen.,POSITIVE
5,Easy to compare policies,It was easy to compare online what the available policies and the type of coverage I wanted the most. I've used Travel Insured before for a trip to the UK and will likely do so in the future.,2024-07-01,Easy to compare policies. It was easy to compare online what the available policies and the type of coverage I wanted the most. I've used Travel Insured before for a trip to the UK and will likely do so in the future.,NEGATIVE
5,Just great to have if something major…,Just great to have if something major had happened!,2024-08-15,Just great to have if something major had happened!,POSITIVE
5,Responsive.,Responsive. ,2024-08-14,Responsive. ,POSITIVE
5,Peace of Mind,Felt secure if we had any medical emergencies ,2024-08-24,Peace of Mind. Felt secure if we had any medical emergencies ,POSITIVE
4,Back Home Safe,The fact that I did not need to use the insurance was the best part.,2024-08-25,Back Home Safe. The fact that I did not need to use the insurance was the best part.,NEGATIVE
3,Cannot recommend,"We did not have the need for any services or to file any claims re out trip.  However I was not satisfied with the experience purchasing the coverage this year.  The conversations with staff were confusing, and even felt intentionally so.  I received contrary info from different representatives, and never received a reply to an email request and question. ",2024-07-12,"Cannot recommend. We did not have the need for any services or to file any claims re out trip.  However I was not satisfied with the experience purchasing the coverage this year.  The conversations with staff were confusing, and even felt intentionally so.  I received contrary info from different representatives, and never received a reply to an email request and question. ",NEGATIVE
4,We did not really use any benefits from…,"We did not really use any benefits from the insurance but having it gave us a little confidence that if something happened, we had Travel Insured International to call and hopefully help us.",2024-08-24,"We did not really use any benefits from the insurance but having it gave us a little confidence that if something happened, we had Travel Insured International to call and hopefully help us.",NEGATIVE
3,I did not need to use the insurance,"I did not need to use the insurance. My rating is solely based on my belief, or hope, that I would have been compensated if my trip had been interrupted. It was easy for me to sign up.",2024-08-10,"I did not need to use the insurance. My rating is solely based on my belief, or hope, that I would have been compensated if my trip had been interrupted. It was easy for me to sign up.",NEGATIVE
5,I made an inquiry due to wild fires in…,I made an inquiry due to wild fires in Greece and the representative was very helpful and considerate.  He provided excellent service and addressed all my concerns with follow up instructions.  I appreciated his assistance. ,2024-08-12,I made an inquiry due to wild fires in Greece and the representative was very helpful and considerate.  He provided excellent service and addressed all my concerns with follow up instructions.  I appreciated his assistance. ,POSITIVE
5,Maui,Maui was beautiful .love the views.awesome to watch turtles from lanai.so peaceful.people where great.Did not have to use insurance.but nice to know it’s there if it is needed,2024-08-12,Maui was beautiful .love the views.awesome to watch turtles from lanai.so peaceful.people where great.Did not have to use insurance.but nice to know it’s there if it is needed,POSITIVE
5,Great Customer service prior to travel.Quick response to a special request…,Quick response to a special request prior to my trip and the concern for me as a customer/traveler.,2024-08-15,Great Customer service prior to travel.Quick response to a special request. Quick response to a special request prior to my trip and the concern for me as a customer/traveler.,POSITIVE
5,Very easy to buy the policy online.,,2024-05-01,Very easy to buy the policy online.,NEGATIVE
5,This rating is based on our last trip that was insured thru your company. ,This rating is based on our last trip that was insured through you,2024-04-29,This rating is based on our last trip that was insured thru your company. . This rating is based on our last trip that was insured through you,NEGATIVE
5,Had a good experience.,,2024-07-24,Had a good experience.,POSITIVE
5,Sick abroad…,I had to cancel half of my trip because I was sick when I was abroad. Travel Insured helped me with everything.,2024-07-20,Sick abroad. I had to cancel half of my trip because I was sick when I was abroad. Travel Insured helped me with everything.,NEGATIVE
1,This company needs a lot of help with customer service ,The online process of submitting a claim is horrible… I gave up after a few tries at it. My friend went with another company and had his claim turned in within minutes. They msde it very hard to have a direct number to contact in case of problems or emergencies. ,2024-07-30,This company needs a lot of help with customer service . The online process of submitting a claim is horrible… I gave up after a few tries at it. My friend went with another company and had his claim turned in within minutes. They msde it very hard to have a direct number to contact in case of problems or emergencies. ,NEGATIVE
5,Very easy and reasonable rate!,,2024-08-08,Very easy and reasonable rate!,POSITIVE
5,A responsive insurance company…,My cruise was cancelled because the company went bankrupt. Travel Insured international reimbursed me for almost the entire cost. I had to supply them with extensive proof of loss. which was necessary. I would recommend this travel insurance company.,2024-08-01,A responsive insurance company. My cruise was cancelled because the company went bankrupt. Travel Insured international reimbursed me for almost the entire cost. I had to supply them with extensive proof of loss. which was necessary. I would recommend this travel insurance company.,NEGATIVE
5,Thankfully we never needed to use our…,Thankfully we never needed to use our travel insurance. It was nevertheless a great comfort to know that we could have a wonderful carefree vacation knowing that we would be taken care of should sickness or injury befall us.,2024-08-04,Thankfully we never needed to use our travel insurance. It was nevertheless a great comfort to know that we could have a wonderful carefree vacation knowing that we would be taken care of should sickness or injury befall us.,NEGATIVE
1,Terrible customer service and was…,Terrible customer service and was mislead about coverage when I spoke to an agent before I bought a useless policy.  I purchased my policy via USAA as you are their 3rd party vendor.  I made a formal complaint to USAA and have urged them to terminate their relationship with your company.,2024-08-08,Terrible customer service and was mislead about coverage when I spoke to an agent before I bought a useless policy.  I purchased my policy via USAA as you are their 3rd party vendor.  I made a formal complaint to USAA and have urged them to terminate their relationship with your company.,NEGATIVE
5,It was very easy to purchase the policy…,It was very easy to purchase the policy and had several options to choose from as well. Fairly priced also.,2024-06-05,It was very easy to purchase the policy and had several options to choose from as well. Fairly priced also.,POSITIVE
5,Peaceful easy feeling,I have a travel agent handle all the fine details on my trips..but I did have a claim a few years back and it went very smoothly. The process was quick and the information requested was reasonable in my situation. I continue using this company every time I travel and have recommended them to my friends and family. ,2024-08-03,Peaceful easy feeling. I have a travel agent handle all the fine details on my trips..but I did have a claim a few years back and it went very smoothly. The process was quick and the information requested was reasonable in my situation. I continue using this company every time I travel and have recommended them to my friends and family. ,POSITIVE
5,Backup by TII…,"Was glad to know your company is there for insurance. Unfortunately, I caught COVID somewhere on the trip. No problems, still enjoyed trip anyway. ",2024-08-23,"Backup by TII. Was glad to know your company is there for insurance. Unfortunately, I caught COVID somewhere on the trip. No problems, still enjoyed trip anyway. ",POSITIVE
4,We were fortunate to not have to use it,We were fortunate to not have to use the protections provided by the insurance.  I was nice to have confidence that we had protection in the case something unexpected happend.,2024-07-31,We were fortunate to not have to use it. We were fortunate to not have to use the protections provided by the insurance.  I was nice to have confidence that we had protection in the case something unexpected happend.,POSITIVE
1,Not clear you only had two weeks to…,Not clear you only had two weeks to cancel.,2024-08-16,Not clear you only had two weeks to cancel.,NEGATIVE
1,I can't believe you have the audacity…,I can't believe you have the audacity to send me a review to rate your service. Before my trip I sent 2 very angry and disgusted messages to your company. Never once did anyone reach out to me. I would never recommend you to anyone and I also think our travel agent is also done recommending you based on how you handled or I should say didn't handle our situation. ,2024-08-04,I can't believe you have the audacity to send me a review to rate your service. Before my trip I sent 2 very angry and disgusted messages to your company. Never once did anyone reach out to me. I would never recommend you to anyone and I also think our travel agent is also done recommending you based on how you handled or I should say didn't handle our situation. ,NEGATIVE
2,I missed my flight lisbon -praia on…,"I missed my flight lisbon -praia on July 13 2024, they re- schedule it to july 15 .i have been charged $500, in spite of coveredWhy? Paying insurance for what",2024-07-13,"I missed my flight lisbon -praia on July 13 2024, they re- schedule it to july 15 .i have been charged $500, in spite of coveredWhy? Paying insurance for what",NEGATIVE
4,We had a cancelled flight at Dalles in…,We had a cancelled flight at Dalles in DC. We called the Emergence number and got medical. They had to receive a call back on travel issues. It needs to be one call not wait for a call back. Can we get a separate number for travel emergence? ,2024-08-02,We had a cancelled flight at Dalles in DC. We called the Emergence number and got medical. They had to receive a call back on travel issues. It needs to be one call not wait for a call back. Can we get a separate number for travel emergence? ,NEGATIVE
4,My experience was hassle free,"My experience was hassle free, easy to buy with a competitive affordable price. Thanks God! We did not need to claim. ",2024-08-05,"My experience was hassle free, easy to buy with a competitive affordable price. Thanks God! We did not need to claim. ",NEGATIVE
5,Awesome!!,"Tasha was extra helpful and very genuine along the way of leading up to the trip. Her frequent reminders were very helpful, including the countdown leading up to the trip. Her check-ins during the trip were appreciated. She is appreciated for making it feel personable.",2024-07-30,"Awesome!!. Tasha was extra helpful and very genuine along the way of leading up to the trip. Her frequent reminders were very helpful, including the countdown leading up to the trip. Her check-ins during the trip were appreciated. She is appreciated for making it feel personable.",POSITIVE
5,Having coverage gives piece of mind to…,Having coverage gives piece of mind to be able to enjoy the trip ,2024-08-08,Having coverage gives piece of mind to be able to enjoy the trip ,POSITIVE
5,Highly recommend ,Travel Insured was very easy to work with. They were responsive and helpful with any questions we had for our claim. They processed our claim quickly.,2024-08-11,Highly recommend . Travel Insured was very easy to work with. They were responsive and helpful with any questions we had for our claim. They processed our claim quickly.,POSITIVE
5,Purchasing was straightforward,"Purchasing was straightforward.  Our trip went off without a glitch, so we didn't need to make a claim.  I guess that is the true test of insurance.  It would be amazing if insurance companies offered a small rebate for policies purchased that didn't have any claims.",2024-08-11,"Purchasing was straightforward.  Our trip went off without a glitch, so we didn't need to make a claim.  I guess that is the true test of insurance.  It would be amazing if insurance companies offered a small rebate for policies purchased that didn't have any claims.",NEGATIVE
4,Travel info,Easy to understand and coverage was what we wanted. Fortunately we didn’t have to use it!!,2024-07-17,Travel info. Easy to understand and coverage was what we wanted. Fortunately we didn’t have to use it!!,NEGATIVE
5,Felt a sense of security having travel…,Felt a sense of security having travel insurance ,2024-07-23,Felt a sense of security having travel insurance ,NEGATIVE
5,Seemless!,"Very easy, highly communicative, and took great care of me!",2024-07-20,"Seemless!. Very easy, highly communicative, and took great care of me!",POSITIVE
5,Coverage is great especially for the…,Coverage is great especially for the amount charged ,2024-07-21,Coverage is great especially for the amount charged ,POSITIVE
5,Not been used but confident to do so if…,Not been used but confident to do so if neccesary.,2024-07-07,Not been used but confident to do so if neccesary.,POSITIVE
5,We didn’t have to use the insurance,"We didn’t have to use the insurance, thankfully! It felt good knowing we were insured though!! ",2024-07-15,"We didn’t have to use the insurance, thankfully! It felt good knowing we were insured though!! ",NEGATIVE
5,Great Britain,Our trip went well.  We did not need our trip insurance but nice to know it was there if we had need,2024-07-11,Great Britain. Our trip went well.  We did not need our trip insurance but nice to know it was there if we had need,NEGATIVE
4,Worthwhile protection while traveling,"Luckily, I did not have cause to use the protection TII provided for my recent Med cruise. But I have in the past, and it is very comforting to know I have additional coverage. Make sure to read the fine print to understand everything that's covered (like onboard medical expenses!). On the other hand, it would be nice if the premium TII charges can be lowered. Overall, I think it's important to have extra protection afforded by TII.",2024-07-13,"Worthwhile protection while traveling. Luckily, I did not have cause to use the protection TII provided for my recent Med cruise. But I have in the past, and it is very comforting to know I have additional coverage. Make sure to read the fine print to understand everything that's covered (like onboard medical expenses!). On the other hand, it would be nice if the premium TII charges can be lowered. Overall, I think it's important to have extra protection afforded by TII.",NEGATIVE
5,Great customer service agents ,"I have used Travel Insured International for at least 5 international trips. I call the 800 number and they are great to work with. The app is not useable but the customer support is great! I have not had to make a claim. The primary reason we always get travel insurance is for the $1,000,000 medical evacuation coverage. ",2024-07-15,"Great customer service agents . I have used Travel Insured International for at least 5 international trips. I call the 800 number and they are great to work with. The app is not useable but the customer support is great! I have not had to make a claim. The primary reason we always get travel insurance is for the $1,000,000 medical evacuation coverage. ",NEGATIVE
5,You need it for peace of mind,"What made the experience great, was that I didn't need to use it. It just makes sense to insure for the unknown when traveling and incurring a large investment you don't want to lose.",2024-07-09,"You need it for peace of mind. What made the experience great, was that I didn't need to use it. It just makes sense to insure for the unknown when traveling and incurring a large investment you don't want to lose.",NEGATIVE
1,I had to move my trip due to a…,I had to move my trip due to a hurricane and my travel instance didn’t cover my flight change… had to pay over $300.. ,2024-06-20,I had to move my trip due to a hurricane and my travel instance didn’t cover my flight change… had to pay over $300.. ,NEGATIVE
5,Efficient and effective,Efficient and effective ,2024-08-07,Efficient and effective ,POSITIVE
1,It's great that you provide a…,"It's great that you provide a distinctive number for each  travel policy I purchase; however, I often have three to four trips insured at the same time and keeping track of which number applies to which trips is confusing and difficult.  Why not allow me to provide a NAME for each trip in addition to the number you assign.  Then when you send follow up emails, I can know immediately which trip you are referring.",2024-08-07,"It's great that you provide a distinctive number for each  travel policy I purchase; however, I often have three to four trips insured at the same time and keeping track of which number applies to which trips is confusing and difficult.  Why not allow me to provide a NAME for each trip in addition to the number you assign.  Then when you send follow up emails, I can know immediately which trip you are referring.",NEGATIVE
5,Peace of Mind,"The best thing about my insurance was that I did not need to use it. But knowing you have it, just in case, gives one Peace of Mind.",2024-06-12,"Peace of Mind. The best thing about my insurance was that I did not need to use it. But knowing you have it, just in case, gives one Peace of Mind.",POSITIVE
3,Unsure as I write as claim has not been…,Unsure as I write as claim has not been approved or denied!,2024-08-03,Unsure as I write as claim has not been approved or denied!,NEGATIVE
5,Very good i want go to your country,,2024-08-05,Very good i want go to your country,POSITIVE
5,What made the experience great was that…,What made the experience great was that nothing untoward happened that required us to utilize our travel insurance.  ,2024-07-19,What made the experience great was that nothing untoward happened that required us to utilize our travel insurance.  ,NEGATIVE
5,Peace of mind,"You make it very clear that you are the primary insurer and that all prior conditions are covered. I am a retired MD, so I know how important this is if a claim is necessary. Fortunately, we have not had to make any claims. We pay the extra cost for peace of mind.",2024-07-28,"Peace of mind. You make it very clear that you are the primary insurer and that all prior conditions are covered. I am a retired MD, so I know how important this is if a claim is necessary. Fortunately, we have not had to make any claims. We pay the extra cost for peace of mind.",POSITIVE
5,I will definitely use again.,I will definitely use again. ,2024-07-21,I will definitely use again. ,POSITIVE
4,Didn’t need the insurance but the…,Didn’t need the insurance but the purchase process was easy.,2024-07-18,Didn’t need the insurance but the purchase process was easy.,NEGATIVE
5,5 Star All the Way,"5 Star All the Way. I was stranded in Greenland for 3 days and had some normal expenses. I filed a claim and it was settled in less than 2 weeks. They broke down the coverage, expenses and reimbursement clearly. This is a very good travel insurance company to use. I use them on every trip. ",2024-08-01,"5 Star All the Way. I was stranded in Greenland for 3 days and had some normal expenses. I filed a claim and it was settled in less than 2 weeks. They broke down the coverage, expenses and reimbursement clearly. This is a very good travel insurance company to use. I use them on every trip. ",POSITIVE
1,Delayed Baggage NOT covered on flight home,"I don’t understand stand that when the airline delayed my bag by three days and my personal toiletries were in the bag that the basics would not be covered. Just because I’m home does not mean I still need toothpaste, razor, deodorant, hair brush, etc.  These items are used everyday if I’m in another country or just arrived home. I don’t have duplicates of some things just because I am home. Very disappointed. ",2024-07-19,"Delayed Baggage NOT covered on flight home. I don’t understand stand that when the airline delayed my bag by three days and my personal toiletries were in the bag that the basics would not be covered. Just because I’m home does not mean I still need toothpaste, razor, deodorant, hair brush, etc.  These items are used everyday if I’m in another country or just arrived home. I don’t have duplicates of some things just because I am home. Very disappointed. ",NEGATIVE
5,I didn't need to utilize my travel…,"I didn't need to utilize my travel insurance this time, but good to know I had it just in case.",2024-07-18,"I didn't need to utilize my travel insurance this time, but good to know I had it just in case.",NEGATIVE
5,Peace of mindAlthough I did not need to file a…,"Although I did not need to file a claim, I appreciate the peace of mind knowing that I am covered for delayed, lost, or damaged luggage as well as injury. Purchasing travel insurance from your company was easy.",2024-07-15,"Peace of mindAlthough I did not need to file a. Although I did not need to file a claim, I appreciate the peace of mind knowing that I am covered for delayed, lost, or damaged luggage as well as injury. Purchasing travel insurance from your company was easy.",NEGATIVE
5,Getting the insurance was easy,Getting the insurance was easy. We fortunately did not require its use. But it was nice knowing we had it. ,2024-03-28,Getting the insurance was easy. We fortunately did not require its use. But it was nice knowing we had it. ,POSITIVE
5,Purchase was seamless,"Purchase was seamless.  Didn't have to use it, thank goodness, but was glad it was there due to recent hurricane in Gulf of Mexico.",2024-07-18,"Purchase was seamless.  Didn't have to use it, thank goodness, but was glad it was there due to recent hurricane in Gulf of Mexico.",NEGATIVE
5,You covered every possible incident…,You covered every possible incident that could occur. Thankfully I did not have to use the insurance but I was at peace knowing I had protection.,2024-07-06,You covered every possible incident that could occur. Thankfully I did not have to use the insurance but I was at peace knowing I had protection.,NEGATIVE
5,I've been using Travel Insured…,I've been using Travel Insured International for my 3rd trip! They very responsive and helpful! Honest company!,2024-07-02,I've been using Travel Insured International for my 3rd trip! They very responsive and helpful! Honest company!,NEGATIVE
4,Easy to sign up but a bit expensive,"It was easy to sign up and add additional medical coverage required by my travel provider. The price was about $75 more than my similarly aged cousin however. I had no events that were covered, so I can't speak to how well coverage would have worked",2024-05-20,"Easy to sign up but a bit expensive. It was easy to sign up and add additional medical coverage required by my travel provider. The price was about $75 more than my similarly aged cousin however. I had no events that were covered, so I can't speak to how well coverage would have worked",NEGATIVE
4,Good choice,"First of all it must be made clear that while I’ve used your insurance company many years now for both domestic and international travel, thankfully, I’ve never had to call upon you for assistance.  So I can’t comment on how well you deliver help.  I feel “safer” having travel insurance and your company is linked to our military insurance company which indicates to me that you are a trustworthy travel insurance organization. ",2024-06-29,"Good choice. First of all it must be made clear that while I’ve used your insurance company many years now for both domestic and international travel, thankfully, I’ve never had to call upon you for assistance.  So I can’t comment on how well you deliver help.  I feel “safer” having travel insurance and your company is linked to our military insurance company which indicates to me that you are a trustworthy travel insurance organization. ",POSITIVE
5,Pricing is fair relative to the risk,Pricing is fair relative to the risk.  Signing up was easy via USAA.  I do this any time I have thousands in non-refundable payments for vacations.,2024-07-06,Pricing is fair relative to the risk.  Signing up was easy via USAA.  I do this any time I have thousands in non-refundable payments for vacations.,NEGATIVE
2,"Bought Travel Insured Insurance for years, now we have had a real claim we will consider other insurance providers going forward","We had our bag stolen in Italy. Travel Insured expected us to have all the receipts for our clothes in our luggage but this just is not realistic when you travel with selection of clothes, some gifts, some bought in brick and mortar stores over various years. They only paid a reduced amount for what we could strum up receipts for so I will consider other insurance plans in the future. Note Amex Assurance insurance with the Amex Platinum did not require this.",2024-07-24,"Bought Travel Insured Insurance for years, now we have had a real claim we will consider other insurance providers going forward. We had our bag stolen in Italy. Travel Insured expected us to have all the receipts for our clothes in our luggage but this just is not realistic when you travel with selection of clothes, some gifts, some bought in brick and mortar stores over various years. They only paid a reduced amount for what we could strum up receipts for so I will consider other insurance plans in the future. Note Amex Assurance insurance with the Amex Platinum did not require this.",NEGATIVE
5,USAAs travel insurance company,"I’ve used this site for many years. Fortunately Ive never had to claim anything, but since USAA is behind this insurance I have full confidence in it.",2024-07-04,"USAAs travel insurance company. I’ve used this site for many years. Fortunately Ive never had to claim anything, but since USAA is behind this insurance I have full confidence in it.",NEGATIVE
1,Will not use Travel Insured again,"Had a valid medical reason to file a claim that was clearly not pre-existing and after dragging their feet for multiple months Travel Insured denied my claim.  I then submitted a claim through our credit card, which offers complimentary coverage, and they approved my claim ",2024-02-11,"Will not use Travel Insured again. Had a valid medical reason to file a claim that was clearly not pre-existing and after dragging their feet for multiple months Travel Insured denied my claim.  I then submitted a claim through our credit card, which offers complimentary coverage, and they approved my claim ",NEGATIVE
1,A wholly useless company,"A wholly useless companyWhile happy to take our money, after delays to end our trip that caused us extra hotel, meal, and transfer costs, these useless people have not responded to any correspondence, including full documentation of what occurred in over either months. The amount we are looking to recover still isn't as much as the insurance cost, so they'll still come out ahead. I highly recommend looking elsewhere for any travel insurance you are seeking.",2023-12-16,"A wholly useless companyWhile happy to take our money, after delays to end our trip that caused us extra hotel, meal, and transfer costs, these useless people have not responded to any correspondence, including full documentation of what occurred in over either months. The amount we are looking to recover still isn't as much as the insurance cost, so they'll still come out ahead. I highly recommend looking elsewhere for any travel insurance you are seeking.",NEGATIVE
5,It was reassuring…,I didn't need any services but it was reassuring to be covered and the cost was far less than the competition.,2024-07-15,It was reassuring. I didn't need any services but it was reassuring to be covered and the cost was far less than the competition.,NEGATIVE
5,Reliable and accurate,Reliable and accurate ,2024-07-07,Reliable and accurate ,POSITIVE
5,Great Experience,Brandon our broker is very knowledgeable and provides us with exactly the coverage we need.,2024-07-11,Great Experience. Brandon our broker is very knowledgeable and provides us with exactly the coverage we need.,POSITIVE
3,Not so Easy to Make a Claim if on Medicare,"Easy to obtain the insurance.  Not so easy to make a claim if you are over 65, on Medicare and traveling out of the country.  The expectation that I have to first file a claim to Medicare and get their denial of coverage (Medicare does not cover out of country) before they will process a claim is unnecessary extra work on the insured.",2024-07-12,"Not so Easy to Make a Claim if on Medicare. Easy to obtain the insurance.  Not so easy to make a claim if you are over 65, on Medicare and traveling out of the country.  The expectation that I have to first file a claim to Medicare and get their denial of coverage (Medicare does not cover out of country) before they will process a claim is unnecessary extra work on the insured.",NEGATIVE
2,We were traveling during a hurricane…,"We were traveling during a hurricane and had questions about our policy, but the office was not open on a weekend to clarify so we felt forced to continue with our vacation knowing it would be affected by a hurricane.  The website advertises 24/7 customer service, so it was disappointing not to be able to get our questions answered.",2024-06-29,"We were traveling during a hurricane and had questions about our policy, but the office was not open on a weekend to clarify so we felt forced to continue with our vacation knowing it would be affected by a hurricane.  The website advertises 24/7 customer service, so it was disappointing not to be able to get our questions answered.",NEGATIVE
5,Among the Best Customer Service in Any Industry,They always provide great customer service providing the coverage and peace of mind I need at the best possible rates. ,2024-06-01,Among the Best Customer Service in Any Industry. They always provide great customer service providing the coverage and peace of mind I need at the best possible rates. ,POSITIVE
5,Travel Insurance is much needed,"Travel Insurance is much needed. You never know what can happen from delays/cancellations of airfare, medical needs, etc.etc. ",2024-06-24,"Travel Insurance is much needed. You never know what can happen from delays/cancellations of airfare, medical needs, etc.etc. ",NEGATIVE
1,Horrible,Horrible! There was a hurricane coming to the resort we were traveling to. We wanted to get information before we left for our vacation and we called multiple numbers and their offices were closed for the holiday that was the day after we attempted to get in touch with this company. ,2024-07-03,Horrible! There was a hurricane coming to the resort we were traveling to. We wanted to get information before we left for our vacation and we called multiple numbers and their offices were closed for the holiday that was the day after we attempted to get in touch with this company. ,NEGATIVE
1,Filling out claim form was way to confusing…,Filling out claim form was way to confusing.,2024-07-01,Filling out claim form was way to confusing.,NEGATIVE
5,Travel insurance for Jamaica It was great knowing my family was…,It was great knowing my family was protected on our international trip.,2024-06-20,Travel insurance for Jamaica It was great knowing my family was. It was great knowing my family was protected on our international trip.,POSITIVE
