rate,Reviews,tokenized_reviews,review_date,Sentiment
5,I didn’t have to use the service! . I didn’t have to use the service but it was great knowing that I was covered! ,"['i', 'didn', 't', 'have', 'to', 'use', 'the', 'service', 'i', 'didn', 't', 'have', 'to', 'use', 'the', 'service', 'but', 'it', 'was', 'great', 'knowing', 'that', 'i', 'was', 'covered']",2024-10-30,NEGATIVE
4,Never needed. Cost could be lower. ,"['never', 'needed', 'cost', 'could', 'be', 'lower']",2024-11-14,POSITIVE
5,Plenty comparisons to suit our needs.,"['plenty', 'comparisons', 'to', 'suit', 'our', 'needs']",2024-10-29,NEGATIVE
5,Excellent  service  ,"['excellent', 'service']",2024-11-18,POSITIVE
5,Made my trip Comfortable without worry,"['made', 'my', 'trip', 'comfortable', 'without', 'worry']",2024-10-24,POSITIVE
5,Student No experience ,"['student', 'no', 'experience']",2025-02-13,POSITIVE
5,Safe. No issues at all,"['safe', 'no', 'issues', 'at', 'all']",2024-11-13,POSITIVE
5,The process was easy and the representative was helpful.,"['the', 'process', 'was', 'easy', 'and', 'the', 'representative', 'was', 'helpful']",2024-12-16,POSITIVE
5,I didn't need to use you!,"['i', 'didnt', 'need', 'to', 'use', 'you']",2024-11-18,NEGATIVE
5,Quick service.  Helpful instructions and information.,"['quick', 'service', 'helpful', 'instructions', 'and', 'information']",2024-11-20,POSITIVE
5,"Ease of purchasing, speaking with customer service, and handling claims.","['ease', 'of', 'purchasing', 'speaking', 'with', 'customer', 'service', 'and', 'handling', 'claims']",2024-10-29,POSITIVE
5,Great customer service . The customer service representative was very helpful and easy to deal with. ,"['great', 'customer', 'service', 'the', 'customer', 'service', 'representative', 'was', 'very', 'helpful', 'and', 'easy', 'to', 'deal', 'with']",2024-10-29,POSITIVE
5,The ease of purchasing the coverage and coverage details ,"['the', 'ease', 'of', 'purchasing', 'the', 'coverage', 'and', 'coverage', 'details']",2024-10-31,POSITIVE
5,The process was easy and very prompt,"['the', 'process', 'was', 'easy', 'and', 'very', 'prompt']",2024-11-21,POSITIVE
1,Unhappy. Your system changed my dates from 2025 to 2024.  Did me absolutely no good!,"['unhappy', 'your', 'system', 'changed', 'my', 'dates', 'from', '2025', 'to', '2024', 'did', 'me', 'absolutely', 'no', 'good']",2024-10-21,POSITIVE
4,Fortunately I didn’t need the insurance.,"['fortunately', 'i', 'didn', 't', 'need', 'the', 'insurance']",2024-11-07,POSITIVE
5,Easy to purhase. Had no problems and no claims.,"['easy', 'to', 'purhase', 'had', 'no', 'problems', 'and', 'no', 'claims']",2024-11-13,NEGATIVE
5,Good quick service,"['good', 'quick', 'service']",2024-11-12,POSITIVE
3,"You sold me insurance, I didn’t have a claim….","['you', 'sold', 'me', 'insurance', 'i', 'didn', 't', 'have', 'a', 'claim']",2024-11-27,NEGATIVE
5,Easy to purchase.  Luckily I did not need to use it,"['easy', 'to', 'purchase', 'luckily', 'i', 'did', 'not', 'need', 'to', 'use', 'it']",2024-11-01,NEGATIVE
5,Easy to book and thank God not needed but good to have it.,"['easy', 'to', 'book', 'and', 'thank', 'god', 'not', 'needed', 'but', 'good', 'to', 'have', 'it']",2024-11-05,POSITIVE
5,didn't need you,"['didnt', 'need', 'you']",2024-11-28,NEGATIVE
5,The greatest part was that I didn’t have to use it.,"['the', 'greatest', 'part', 'was', 'that', 'i', 'didn', 't', 'have', 'to', 'use', 'it']",2024-11-20,NEGATIVE
5,Always easy and professional ,"['always', 'easy', 'and', 'professional']",2024-11-11,POSITIVE
5,Great customer service! ,"['great', 'customer', 'service']",2024-11-15,POSITIVE
5,Good phone service,"['good', 'phone', 'service']",2024-11-09,POSITIVE
5,"Excellent company! Nice support, price, recommended!","['excellent', 'company', 'nice', 'support', 'price', 'recommended']",2025-01-19,POSITIVE
5,Very professional contact person.  Easy process to secure coverage.  ,"['very', 'professional', 'contact', 'person', 'easy', 'process', 'to', 'secure', 'coverage']",2024-11-10,POSITIVE
4,Did not have to use but nice to have for backup in europe,"['did', 'not', 'have', 'to', 'use', 'but', 'nice', 'to', 'have', 'for', 'backup', 'in', 'europe']",2024-11-09,POSITIVE
5,Your agent!Program coverage,"['your', 'agentprogram', 'coverage']",2024-11-06,NEGATIVE
4,Getting the policy with ease and acceptable explanation,"['getting', 'the', 'policy', 'with', 'ease', 'and', 'acceptable', 'explanation']",2024-11-11,POSITIVE
5,Easy to file a claim and it was settled quickly!,"['easy', 'to', 'file', 'a', 'claim', 'and', 'it', 'was', 'settled', 'quickly']",2024-11-22,NEGATIVE
5,Solid coverage at an affordable price.,"['solid', 'coverage', 'at', 'an', 'affordable', 'price']",2024-11-14,POSITIVE
5,Easy and very professional ,"['easy', 'and', 'very', 'professional']",2024-11-10,POSITIVE
5,General comfort of knowing I have adequate coverage ,"['general', 'comfort', 'of', 'knowing', 'i', 'have', 'adequate', 'coverage']",2024-11-06,POSITIVE
5,I never had to use it!,"['i', 'never', 'had', 'to', 'use', 'it']",2024-11-22,POSITIVE
5,Easily to buy! Thanks ,"['easily', 'to', 'buy', 'thanks']",2024-10-30,POSITIVE
5,Excellent customer service.,"['excellent', 'customer', 'service']",2024-10-28,POSITIVE
5,Easy to sign up and clear.,"['easy', 'to', 'sign', 'up', 'and', 'clear']",2024-11-14,POSITIVE
5,Had it never needed it!,"['had', 'it', 'never', 'needed', 'it']",2024-10-28,POSITIVE
4,Pricey and we didn't use it,"['pricey', 'and', 'we', 'didnt', 'use', 'it']",2024-10-28,NEGATIVE
4,Easy of obtaining coverage and reasonable costs,"['easy', 'of', 'obtaining', 'coverage', 'and', 'reasonable', 'costs']",2024-11-05,POSITIVE
4,"Good service , they  corrected my information really. They corrected my information really fast!","['good', 'service', 'they', 'corrected', 'my', 'information', 'really', 'they', 'corrected', 'my', 'information', 'really', 'fast']",2024-10-21,POSITIVE
5,We didn’t have to use it. ,"['we', 'didn', 't', 'have', 'to', 'use', 'it']",2024-10-27,NEGATIVE
5,Trip went well and glad to have backup . Trip went well and glad to have ,"['trip', 'went', 'well', 'and', 'glad', 'to', 'have', 'backup', 'trip', 'went', 'well', 'and', 'glad', 'to', 'have']",2024-10-23,POSITIVE
5,Thank you very much!,"['thank', 'you', 'very', 'much']",2024-11-11,POSITIVE
5,No news is good news. ,"['no', 'news', 'is', 'good', 'news']",2024-11-05,POSITIVE
5,Europe . Great customer service ,"['europe', 'great', 'customer', 'service']",2024-11-22,POSITIVE
5,ABCD. Everything was great.,"['abcd', 'everything', 'was', 'great']",2024-10-28,POSITIVE
5,Travel Insurance:  worthwhile?. Ease of application.,"['travel', 'insurance', 'worthwhile', 'ease', 'of', 'application']",2024-11-20,POSITIVE
5,travel peace of mind,"['travel', 'peace', 'of', 'mind']",2024-10-30,POSITIVE
5,4950. Great insurance ,"['4950', 'great', 'insurance']",2024-11-09,POSITIVE
5,Excellent customer service ,"['excellent', 'customer', 'service']",2024-11-05,POSITIVE
5,Seamless process.  ,"['seamless', 'process']",2024-11-05,POSITIVE
5,Customer service.,"['customer', 'service']",2024-11-13,POSITIVE
5,Excellent service,"['excellent', 'service']",2024-11-18,POSITIVE
4,Easy to set up,"['easy', 'to', 'set', 'up']",2024-11-16,POSITIVE
5,👍👍👍👍👍👍👍👍👍👍,['thumbsupthumbsupthumbsupthumbsupthumbsupthumbsupthumbsupthumbsupthumbsupthumbsup'],2024-11-15,NEGATIVE
1,"DON""T EVER DO BUSINESS WITH THIS COMPANY. DO NOT - DO NOT – DO NOT use this company for any type of Travel Insurance -YOU’LL BE SORRY YOU DID!In my opinion, it is absolutely, the worst staffed company in the USA, including the President and CEO who have absolutely no customer care skills, no compassion, ridiculous rules, and horrific and torturous claim filing procedures. The bottom line, they will do anything to deny your claim.After getting nowhere with their claims representative, I asked to speak with a supervisor. IT TOOK 3 DAYS FOR A SUPERVISOR TO RESPOND and he give me the same excuses why the company could not pay the claim.I then wrote the CEO and the President of the company and here is an exact quote from the response I received from the President’s Office: “I wanted to review where we are now with your claim.  I understand that Justin from claims reached out and you two had a conversation regarding our need for the supporting documents we have requested. You are right that it would seem insensitive for us to question your claim request.  We looked into the timeline of the claim and the trip was cancelled prior to your wife expiring.  Hence, it is a claim for trip cancellation based on sickness, not death.” “We understand why you feel we are insensitive as we have a death certificate. However, because of the trip cancellation prior to your wife’s death, we need to review for payment based on sickness.  I hope you understand. “My wife took out their insurance in March or April for a trip to Italy in September with her brother, sisters, nieces and nephews – a trip of a lifetime that she was looking forward to. On May 10th, 2024, she was diagnosed with stage 4 ovarian cancer and died on May 31st, 2024.In May she filed a claim with the company that she wasn’t feeling well. In the beginning they sent a claim form for the charges that were being claimed. When she passed away just a few weeks later THAT’S WHEN ALL HELL BROKE LOOSE. As her surviving spouse I simply forwarded the DEATH CERTIFICATE, since we took out the optional coverage, to cancel for any reason. IT SEEMS THE DEATH CERTIFICATE IS UNACCEPTABLE TO THEM TO PROCESS THE CLAIM – IT DOES NOT QUALIFY FOR “ANY” REASON.Their response was “She started the claim as “SICK” and must be “PROCESSED” as sick.” That’s when I was tortured by them making me revisit all the doctors and clinics to get the ridiculous claim forms filled out by the doctors. Bringing back the devasting memories of my poor sick wife, suffering in pain, at all these locations. The doctor’s offices were MORTIFIED that this company refused to accept a DEATH CERTIFICATE, whereas in the medical and legal professions, a death certificate is considered as absolute proof. COMPLETELY INSANE and INHUMANE.THIS WHOLE PROCESS HAS BEEN GOING ON FOR OVER 6 MONTHS AND NO PAYMENT FOR THE CLAIM HAS BEEN SENT TO ME. JUST MORE FORMS AND MORE EXCUSES. NOT ONLY WILL YOU LOSE YOUR PREMIUM MONEY, BUT YOU WILL ALSO LOSE YOUR CLAIM AS WELL! INFACT I JUST RECIVED THEIR FORMAL LETTER OF DENIAL OF CLAIM. THIS IS A SHAM OF A COMPANY.I am certain you can find a MORE REPUTABLE TRAVEL INSURANCE COMPANY in the USA. JUST STAY AWAY FROM THIS ONE!I WOULD NOT RECOMMEND THIS COMPANY TO MY WORST ENEMY!!!","['dont', 'ever', 'do', 'business', 'with', 'this', 'company', 'do', 'not', 'do', 'not', 'do', 'not', 'use', 'this', 'company', 'for', 'any', 'type', 'of', 'travel', 'insurance', 'you', 'll', 'be', 'sorry', 'you', 'didin', 'my', 'opinion', 'it', 'is', 'absolutely', 'the', 'worst', 'staffed', 'company', 'in', 'the', 'usa', 'including', 'the', 'president', 'and', 'ceo', 'who', 'have', 'absolutely', 'no', 'customer', 'care', 'skills', 'no', 'compassion', 'ridiculous', 'rules', 'and', 'horrific', 'and', 'torturous', 'claim', 'filing', 'procedures', 'the', 'bottom', 'line', 'they', 'will', 'do', 'anything', 'to', 'deny', 'your', 'claimafter', 'getting', 'nowhere', 'with', 'their', 'claims', 'representative', 'i', 'asked', 'to', 'speak', 'with', 'a', 'supervisor', 'it', 'took', '3', 'days', 'for', 'a', 'supervisor', 'to', 'respond', 'and', 'he', 'give', 'me', 'the', 'same', 'excuses', 'why', 'the', 'company', 'could', 'not', 'pay', 'the', 'claimi', 'then', 'wrote', 'the', 'ceo', 'and', 'the', 'president', 'of', 'the', 'company', 'and', 'here', 'is', 'an', 'exact', 'quote', 'from', 'the', 'response', 'i', 'received', 'from', 'the', 'president', 's', 'office', 'i', 'wanted', 'to', 'review', 'where', 'we', 'are', 'now', 'with', 'your', 'claim', 'i', 'understand', 'that', 'justin', 'from', 'claims', 'reached', 'out', 'and', 'you', 'two', 'had', 'a', 'conversation', 'regarding', 'our', 'need', 'for', 'the', 'supporting', 'documents', 'we', 'have', 'requested', 'you', 'are', 'right', 'that', 'it', 'would', 'seem', 'insensitive', 'for', 'us', 'to', 'question', 'your', 'claim', 'request', 'we', 'looked', 'into', 'the', 'timeline', 'of', 'the', 'claim', 'and', 'the', 'trip', 'was', 'cancelled', 'prior', 'to', 'your', 'wife', 'expiring', 'hence', 'it', 'is', 'a', 'claim', 'for', 'trip', 'cancellation', 'based', 'on', 'sickness', 'not', 'death', 'we', 'understand', 'why', 'you', 'feel', 'we', 'are', 'insensitive', 'as', 'we', 'have', 'a', 'death', 'certificate', 'however', 'because', 'of', 'the', 'trip', 'cancellation', 'prior', 'to', 'your', 'wife', 's', 'death', 'we', 'need', 'to', 'review', 'for', 'payment', 'based', 'on', 'sickness', 'i', 'hope', 'you', 'understand', 'my', 'wife', 'took', 'out', 'their', 'insurance', 'in', 'march', 'or', 'april', 'for', 'a', 'trip', 'to', 'italy', 'in', 'september', 'with', 'her', 'brother', 'sisters', 'nieces', 'and', 'nephews', 'a', 'trip', 'of', 'a', 'lifetime', 'that', 'she', 'was', 'looking', 'forward', 'to', 'on', 'may', '10th', '2024', 'she', 'was', 'diagnosed', 'with', 'stage', '4', 'ovarian', 'cancer', 'and', 'died', 'on', 'may', '31st', '2024in', 'may', 'she', 'filed', 'a', 'claim', 'with', 'the', 'company', 'that', 'she', 'wasn', 't', 'feeling', 'well', 'in', 'the', 'beginning', 'they', 'sent', 'a', 'claim', 'form', 'for', 'the', 'charges', 'that', 'were', 'being', 'claimed', 'when', 'she', 'passed', 'away', 'just', 'a', 'few', 'weeks', 'later', 'that', 's', 'when', 'all', 'hell', 'broke', 'loose', 'as', 'her', 'surviving', 'spouse', 'i', 'simply', 'forwarded', 'the', 'death', 'certificate', 'since', 'we', 'took', 'out', 'the', 'optional', 'coverage', 'to', 'cancel', 'for', 'any', 'reason', 'it', 'seems', 'the', 'death', 'certificate', 'is', 'unacceptable', 'to', 'them', 'to', 'process', 'the', 'claim', 'it', 'does', 'not', 'qualify', 'for', 'any', 'reasontheir', 'response', 'was', 'she', 'started', 'the', 'claim', 'as', 'sick', 'and', 'must', 'be', 'processed', 'as', 'sick', 'that', 's', 'when', 'i', 'was', 'tortured', 'by', 'them', 'making', 'me', 'revisit', 'all', 'the', 'doctors', 'and', 'clinics', 'to', 'get', 'the', 'ridiculous', 'claim', 'forms', 'filled', 'out', 'by', 'the', 'doctors', 'bringing', 'back', 'the', 'devasting', 'memories', 'of', 'my', 'poor', 'sick', 'wife', 'suffering', 'in', 'pain', 'at', 'all', 'these', 'locations', 'the', 'doctor', 's', 'offices', 'were', 'mortified', 'that', 'this', 'company', 'refused', 'to', 'accept', 'a', 'death', 'certificate', 'whereas', 'in', 'the', 'medical', 'and', 'legal', 'professions', 'a', 'death', 'certificate', 'is', 'considered', 'as', 'absolute', 'proof', 'completely', 'insane', 'and', 'inhumanethis', 'whole', 'process', 'has', 'been', 'going', 'on', 'for', 'over', '6', 'months', 'and', 'no', 'payment', 'for', 'the', 'claim', 'has', 'been', 'sent', 'to', 'me', 'just', 'more', 'forms', 'and', 'more', 'excuses', 'not', 'only', 'will', 'you', 'lose', 'your', 'premium', 'money', 'but', 'you', 'will', 'also', 'lose', 'your', 'claim', 'as', 'well', 'infact', 'i', 'just', 'recived', 'their', 'formal', 'letter', 'of', 'denial', 'of', 'claim', 'this', 'is', 'a', 'sham', 'of', 'a', 'companyi', 'am', 'certain', 'you', 'can', 'find', 'a', 'more', 'reputable', 'travel', 'insurance', 'company', 'in', 'the', 'usa', 'just', 'stay', 'away', 'from', 'this', 'onei', 'would', 'not', 'recommend', 'this', 'company', 'to', 'my', 'worst', 'enemy']",2024-05-17,NEGATIVE
5,My claim was processed lightning-fast! The process was very user-friendly and Travel Insured kept me updated throughout. Very positive experience... I will be using Travel Insured for all my travel insurance needs going forward!,"['my', 'claim', 'was', 'processed', 'lightningfast', 'the', 'process', 'was', 'very', 'userfriendly', 'and', 'travel', 'insured', 'kept', 'me', 'updated', 'throughout', 'very', 'positive', 'experience', 'i', 'will', 'be', 'using', 'travel', 'insured', 'for', 'all', 'my', 'travel', 'insurance', 'needs', 'going', 'forward']",2024-10-28,POSITIVE
5,No hassles.. Very smooth purchase experience online.  There was no claim necessary for our trip to Spain and Portugal but a claim for a previous trip was handles expeditiously.,"['no', 'hassles', 'very', 'smooth', 'purchase', 'experience', 'online', 'there', 'was', 'no', 'claim', 'necessary', 'for', 'our', 'trip', 'to', 'spain', 'and', 'portugal', 'but', 'a', 'claim', 'for', 'a', 'previous', 'trip', 'was', 'handles', 'expeditiously']",2024-09-29,NEGATIVE
4,It was easy and the language was fairly clear to understand,"['it', 'was', 'easy', 'and', 'the', 'language', 'was', 'fairly', 'clear', 'to', 'understand']",2024-09-25,POSITIVE
5,Fast and easy,"['fast', 'and', 'easy']",2024-09-09,POSITIVE
5,"Extra Security. Didn't end up needing insurance for the trip, but was glad to have it at a good price and no worries if anything were to happen. Appreciated the extra security blanket! ","['extra', 'security', 'didnt', 'end', 'up', 'needing', 'insurance', 'for', 'the', 'trip', 'but', 'was', 'glad', 'to', 'have', 'it', 'at', 'a', 'good', 'price', 'and', 'no', 'worries', 'if', 'anything', 'were', 'to', 'happen', 'appreciated', 'the', 'extra', 'security', 'blanket']",2024-09-21,NEGATIVE
5,Travel Secure. We feel secure,"['travel', 'secure', 'we', 'feel', 'secure']",2024-09-18,POSITIVE
5,Recommend . As a customer and did not have to file a claim. It was great knowing they had my back if something happened.,"['recommend', 'as', 'a', 'customer', 'and', 'did', 'not', 'have', 'to', 'file', 'a', 'claim', 'it', 'was', 'great', 'knowing', 'they', 'had', 'my', 'back', 'if', 'something', 'happened']",2024-09-08,POSITIVE
1,"This is the worst company ever! They are set up to deny any claim one may have. We signed up for this insurance for a recent trip to Italy. We both got Covid. Called our doctor in the US. Did a video visit, which is a legitimate visit. Claim would not even be taken. They said we did not see a doctor in person. A doctor does NOT want you near the office when you are Covid positive. Hence the term “quarantine.”  Just this company way to take your money and deny any claim so they can keep your money. A total scam. They should be ashamed and sued for fraud. Anyone want to join a class action?AVOID THIS COMPANY!! Then try submitting a claim? Would not upload the docs. Called.. Rep said, ""you can't up load the docs, right?"" Already knew the issue. Can email the docs she said. Catch 22. Can't submit the claim without the docs.I reported them to the Attorney General of MA. Even sent them videos of my efforts to try to upload the doc.  A true SCAM.","['this', 'is', 'the', 'worst', 'company', 'ever', 'they', 'are', 'set', 'up', 'to', 'deny', 'any', 'claim', 'one', 'may', 'have', 'we', 'signed', 'up', 'for', 'this', 'insurance', 'for', 'a', 'recent', 'trip', 'to', 'italy', 'we', 'both', 'got', 'covid', 'called', 'our', 'doctor', 'in', 'the', 'us', 'did', 'a', 'video', 'visit', 'which', 'is', 'a', 'legitimate', 'visit', 'claim', 'would', 'not', 'even', 'be', 'taken', 'they', 'said', 'we', 'did', 'not', 'see', 'a', 'doctor', 'in', 'person', 'a', 'doctor', 'does', 'not', 'want', 'you', 'near', 'the', 'office', 'when', 'you', 'are', 'covid', 'positive', 'hence', 'the', 'term', 'quarantine', 'just', 'this', 'company', 'way', 'to', 'take', 'your', 'money', 'and', 'deny', 'any', 'claim', 'so', 'they', 'can', 'keep', 'your', 'money', 'a', 'total', 'scam', 'they', 'should', 'be', 'ashamed', 'and', 'sued', 'for', 'fraud', 'anyone', 'want', 'to', 'join', 'a', 'class', 'actionavoid', 'this', 'company', 'then', 'try', 'submitting', 'a', 'claim', 'would', 'not', 'upload', 'the', 'docs', 'called', 'rep', 'said', 'you', 'cant', 'up', 'load', 'the', 'docs', 'right', 'already', 'knew', 'the', 'issue', 'can', 'email', 'the', 'docs', 'she', 'said', 'catch', '22', 'cant', 'submit', 'the', 'claim', 'without', 'the', 'docsi', 'reported', 'them', 'to', 'the', 'attorney', 'general', 'of', 'ma', 'even', 'sent', 'them', 'videos', 'of', 'my', 'efforts', 'to', 'try', 'to', 'upload', 'the', 'doc', 'a', 'true', 'scam']",2024-09-28,NEGATIVE
5,Travel Worry Free. Knowing I was covered if something happened gave me peace of mind while we traveled. ,"['travel', 'worry', 'free', 'knowing', 'i', 'was', 'covered', 'if', 'something', 'happened', 'gave', 'me', 'peace', 'of', 'mind', 'while', 'we', 'traveled']",2024-09-19,POSITIVE
5,"Wonderful service!  Easy to understand my coverage, and great to work with when I have questions.","['wonderful', 'service', 'easy', 'to', 'understand', 'my', 'coverage', 'and', 'great', 'to', 'work', 'with', 'when', 'i', 'have', 'questions']",2024-09-19,POSITIVE
5," Don’t leave home without it!. I always purchase a Travel Insured International policy for our trips. The website is easy to navigate. Customer service reps are readily available by phone if needed. I have never had to make a claim, but my gut feeling is that that the process would be as fair and efficient as the purchasing of a policy. ","['don', 't', 'leave', 'home', 'without', 'it', 'i', 'always', 'purchase', 'a', 'travel', 'insured', 'international', 'policy', 'for', 'our', 'trips', 'the', 'website', 'is', 'easy', 'to', 'navigate', 'customer', 'service', 'reps', 'are', 'readily', 'available', 'by', 'phone', 'if', 'needed', 'i', 'have', 'never', 'had', 'to', 'make', 'a', 'claim', 'but', 'my', 'gut', 'feeling', 'is', 'that', 'that', 'the', 'process', 'would', 'be', 'as', 'fair', 'and', 'efficient', 'as', 'the', 'purchasing', 'of', 'a', 'policy']",2024-09-29,NEGATIVE
5,We fortunately didn’t need to use the insurance but was nice knowing we had it if we needed it. ,"['we', 'fortunately', 'didn', 't', 'need', 'to', 'use', 'the', 'insurance', 'but', 'was', 'nice', 'knowing', 'we', 'had', 'it', 'if', 'we', 'needed', 'it']",2024-09-10,NEGATIVE
5,"I did not need to use my insurance, luckily. But the process of reviewing which plan would be the best for myself and my son was very thorough and explained well. I would not hesitate to use Travel Insured International again.","['i', 'did', 'not', 'need', 'to', 'use', 'my', 'insurance', 'luckily', 'but', 'the', 'process', 'of', 'reviewing', 'which', 'plan', 'would', 'be', 'the', 'best', 'for', 'myself', 'and', 'my', 'son', 'was', 'very', 'thorough', 'and', 'explained', 'well', 'i', 'would', 'not', 'hesitate', 'to', 'use', 'travel', 'insured', 'international', 'again']",2024-09-22,NEGATIVE
1,"Very Sketchy. Don't Use Them!. Like others have stated, the purchase was easy! However, buyer beware. Spouse needed medical care onboard the cruise ship, which was paid in full by us. The claim and all required documentation was submitted. They keep dragging their feet to reimburse the claim. I got very assertive with the rep on the phone today and am now waiting to hear back on my ""escalation case"" (the rep actually laughed at me and said I would get a call within 24 hours from management -- guess we will see how that goes). If this matter is not resolved quickly and in my favor, I will be reporting this to all appropriate federal agencies for breach of contract and fraudulent business practices. My advice is to avoid this company. PERIOD.Update: Still have not received that promised phone call. It's now been two weeks.","['very', 'sketchy', 'dont', 'use', 'them', 'like', 'others', 'have', 'stated', 'the', 'purchase', 'was', 'easy', 'however', 'buyer', 'beware', 'spouse', 'needed', 'medical', 'care', 'onboard', 'the', 'cruise', 'ship', 'which', 'was', 'paid', 'in', 'full', 'by', 'us', 'the', 'claim', 'and', 'all', 'required', 'documentation', 'was', 'submitted', 'they', 'keep', 'dragging', 'their', 'feet', 'to', 'reimburse', 'the', 'claim', 'i', 'got', 'very', 'assertive', 'with', 'the', 'rep', 'on', 'the', 'phone', 'today', 'and', 'am', 'now', 'waiting', 'to', 'hear', 'back', 'on', 'my', 'escalation', 'case', 'the', 'rep', 'actually', 'laughed', 'at', 'me', 'and', 'said', 'i', 'would', 'get', 'a', 'call', 'within', '24', 'hours', 'from', 'management', 'guess', 'we', 'will', 'see', 'how', 'that', 'goes', 'if', 'this', 'matter', 'is', 'not', 'resolved', 'quickly', 'and', 'in', 'my', 'favor', 'i', 'will', 'be', 'reporting', 'this', 'to', 'all', 'appropriate', 'federal', 'agencies', 'for', 'breach', 'of', 'contract', 'and', 'fraudulent', 'business', 'practices', 'my', 'advice', 'is', 'to', 'avoid', 'this', 'company', 'periodupdate', 'still', 'have', 'not', 'received', 'that', 'promised', 'phone', 'call', 'its', 'now', 'been', 'two', 'weeks']",2024-10-16,NEGATIVE
1,To all who gave good reviews. I noticed most did not file a claim. Oh sure they will smile as they take your money but just try to collect on s claim. They will stall stall stall and the deny on a technicality. They are real scammers. I filed a claim due to illness and the waited 3 months and then denied me saying I must have been sick already. They make you file many forms from your doctor looking fo a reason to deny you. Don’t use them !!! I warned you .,"['to', 'all', 'who', 'gave', 'good', 'reviews', 'i', 'noticed', 'most', 'did', 'not', 'file', 'a', 'claim', 'oh', 'sure', 'they', 'will', 'smile', 'as', 'they', 'take', 'your', 'money', 'but', 'just', 'try', 'to', 'collect', 'on', 's', 'claim', 'they', 'will', 'stall', 'stall', 'stall', 'and', 'the', 'deny', 'on', 'a', 'technicality', 'they', 'are', 'real', 'scammers', 'i', 'filed', 'a', 'claim', 'due', 'to', 'illness', 'and', 'the', 'waited', '3', 'months', 'and', 'then', 'denied', 'me', 'saying', 'i', 'must', 'have', 'been', 'sick', 'already', 'they', 'make', 'you', 'file', 'many', 'forms', 'from', 'your', 'doctor', 'looking', 'fo', 'a', 'reason', 'to', 'deny', 'you', 'don', 't', 'use', 'them', 'i', 'warned', 'you']",2024-08-02,NEGATIVE
5,Required paperwork was reasonable and claim was processed fairly quickly.,"['required', 'paperwork', 'was', 'reasonable', 'and', 'claim', 'was', 'processed', 'fairly', 'quickly']",2024-09-10,NEGATIVE
5,"Very reassuring. Application was straightforward.I did not have any questions, and as it turned out, I did not have any problems that required using my travel insurance, thankfully, athough it was pretty close due to flight delays (which involved sprinting through SFO).Will likely use on my next trip.","['very', 'reassuring', 'application', 'was', 'straightforwardi', 'did', 'not', 'have', 'any', 'questions', 'and', 'as', 'it', 'turned', 'out', 'i', 'did', 'not', 'have', 'any', 'problems', 'that', 'required', 'using', 'my', 'travel', 'insurance', 'thankfully', 'athough', 'it', 'was', 'pretty', 'close', 'due', 'to', 'flight', 'delays', 'which', 'involved', 'sprinting', 'through', 'sfowill', 'likely', 'use', 'on', 'my', 'next', 'trip']",2024-09-24,NEGATIVE
5,Glad I had this insurance just in case . The process of applying for the insurance was very easy and the cost was less than some others I was told about. I didn’t need to use these benefits but I’m very thankful that I had it just in case of any unforeseen emergencies. Thanks,"['glad', 'i', 'had', 'this', 'insurance', 'just', 'in', 'case', 'the', 'process', 'of', 'applying', 'for', 'the', 'insurance', 'was', 'very', 'easy', 'and', 'the', 'cost', 'was', 'less', 'than', 'some', 'others', 'i', 'was', 'told', 'about', 'i', 'didn', 't', 'need', 'to', 'use', 'these', 'benefits', 'but', 'i', 'm', 'very', 'thankful', 'that', 'i', 'had', 'it', 'just', 'in', 'case', 'of', 'any', 'unforeseen', 'emergencies', 'thanks']",2024-09-10,NEGATIVE
5,"Reassurance. Honestly, I didn’t have to use it. But just having the reassurance if I had to, was enough for me to give the five stars! This is the second time that I’ve bought it with my trip and I will continue in the future. ","['reassurance', 'honestly', 'i', 'didn', 't', 'have', 'to', 'use', 'it', 'but', 'just', 'having', 'the', 'reassurance', 'if', 'i', 'had', 'to', 'was', 'enough', 'for', 'me', 'to', 'give', 'the', 'five', 'stars', 'this', 'is', 'the', 'second', 'time', 'that', 'i', 've', 'bought', 'it', 'with', 'my', 'trip', 'and', 'i', 'will', 'continue', 'in', 'the', 'future']",2024-09-12,NEGATIVE
5,From the start my experience was amazing. Never a problem never an issue. Would recommend to everyone.,"['from', 'the', 'start', 'my', 'experience', 'was', 'amazing', 'never', 'a', 'problem', 'never', 'an', 'issue', 'would', 'recommend', 'to', 'everyone']",2024-09-15,POSITIVE
5,Our trip was without incident.,"['our', 'trip', 'was', 'without', 'incident']",2024-09-25,POSITIVE
4,"So Far, No claims. Good that nothing significant happened during this trip to me or my travel companions.  We did not have to file claims for anything.  Hopefully, Travel Insured will lower the cost of Travel Insurance for seniors like me.","['so', 'far', 'no', 'claims', 'good', 'that', 'nothing', 'significant', 'happened', 'during', 'this', 'trip', 'to', 'me', 'or', 'my', 'travel', 'companions', 'we', 'did', 'not', 'have', 'to', 'file', 'claims', 'for', 'anything', 'hopefully', 'travel', 'insured', 'will', 'lower', 'the', 'cost', 'of', 'travel', 'insurance', 'for', 'seniors', 'like', 'me']",2024-09-13,NEGATIVE
